City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Iqaluit,CA,2020-08-23 00:27:45,63.75,-68.51,41.0,93,20,4.7
304,Bagdarin,RU,2020-08-23 00:27:46,54.43,113.6,53.04,92,100,3.94
305,Yiyang,CN,2020-08-23 00:27:46,28.59,112.33,79.23,88,67,0.87
306,Blytheville,US,2020-08-23 00:27:46,35.93,-89.92,84.2,58,1,3.36
307,Mehamn,NO,2020-08-23 00:27:46,71.04,27.85,58.28,82,34,14.65
308,Ornskoldsvik,SE,2020-08-23 00:27:46,63.29,18.72,57.2,87,26,4.7
309,Christchurch,NZ,2020-08-23 00:26:16,-43.53,172.63,54.0,100,100,3.36
310,Roald,NO,2020-08-23 00:27:47,62.58,6.13,54.0,87,100,11.41
311,Kodinar,IN,2020-08-23 00:27:47,20.79,70.7,80.85,86,100,18.7
312,Ruteng,ID,2020-08-23 00:27:47,-8.61,120.47,69.51,62,67,1.74
313,Gorahun,SL,2020-08-23 00:27:47,7.47,-11.24,72.0,100,100,2.24
314,Gallup,US,2020-08-23 00:27:47,35.53,-108.74,91.4,10,1,6.06
315,Bodden Town,KY,2020-08-23 00:27:48,19.28,-81.25,89.6,75,20,6.93
316,Ketchikan,US,2020-08-23 00:27:48,55.34,-131.65,57.2,100,90,13.87
317,Yeppoon,AU,2020-08-23 00:27:48,-23.13,150.73,64.4,23,0,11.41
318,Seddon,AU,2020-08-23 00:27:48,-37.81,144.89,48.99,93,90,17.22
319,Vila Velha,BR,2020-08-23 00:23:53,-20.33,-40.29,64.4,93,90,14.99
320,Pisco,PE,2020-08-23 00:27:49,-13.7,-76.22,60.8,82,75,12.75
321,Cienfuegos,CU,2020-08-23 00:27:49,22.15,-80.44,86.0,79,77,5.82
322,Katobu,ID,2020-08-23 00:27:49,-4.94,122.53,79.65,70,66,6.62
323,Berlevag,NO,2020-08-23 00:27:50,70.86,29.09,58.12,84,44,18.9
324,Verkh-Usugli,RU,2020-08-23 00:27:50,52.7,115.17,56.48,97,100,1.48
325,Port Blair,IN,2020-08-23 00:27:50,11.67,92.75,82.33,78,100,12.64
326,Dong Hoi,VN,2020-08-23 00:27:50,17.48,106.6,80.01,82,17,5.14
327,Inta,RU,2020-08-23 00:27:50,66.03,60.17,44.37,93,38,4.74
328,Lyuban,BY,2020-08-23 00:27:50,52.8,28.0,60.17,85,14,8.08
329,Nhulunbuy,AU,2020-08-23 00:27:51,-12.23,136.77,84.2,45,0,20.8
330,Bandar,ID,2020-08-23 00:27:51,2.05,99.75,71.37,91,89,2.1
331,Eloy,US,2020-08-23 00:27:51,32.76,-111.55,104.0,31,1,12.75
332,Berezovyy,RU,2020-08-23 00:27:51,51.67,135.7,64.74,76,36,3.0
333,Conde,BR,2020-08-23 00:27:51,-7.26,-34.91,73.4,94,40,5.82
334,Taltal,CL,2020-08-23 00:27:52,-25.4,-70.48,52.21,77,28,1.99
335,Saraland,US,2020-08-23 00:27:52,30.82,-88.07,82.0,82,14,6.38
336,Kijang,KR,2020-08-23 00:27:52,35.24,129.21,80.6,69,40,3.36
337,Bojnurd,IR,2020-08-23 00:27:52,37.47,57.33,69.8,77,75,13.87
338,College,US,2020-08-23 00:27:52,64.86,-147.8,73.4,40,40,4.7
339,Nelson Bay,AU,2020-08-23 00:27:53,-32.72,152.15,57.0,50,51,26.4
340,Taksimo,RU,2020-08-23 00:27:53,56.34,114.88,60.1,65,100,1.74
341,Roros,NO,2020-08-23 00:27:53,62.57,11.38,53.6,81,66,3.36
342,Luanda,AO,2020-08-23 00:27:53,-8.84,13.23,71.6,88,75,2.24
343,Dabakala,CI,2020-08-23 00:27:54,8.37,-4.43,71.71,94,35,6.55
344,Goderich,CA,2020-08-23 00:27:25,43.75,-81.72,81.0,76,6,4.79
345,Gloucester,GB,2020-08-23 00:26:02,51.87,-2.24,60.01,84,84,14.83
346,Klaksvik,FO,2020-08-23 00:27:55,62.23,-6.59,46.4,81,92,14.99
347,Husavik,IS,2020-08-23 00:25:33,66.04,-17.34,44.6,87,9,2.24
348,Ambilobe,MG,2020-08-23 00:27:55,-13.2,49.05,65.14,67,80,4.97
349,Sampit,ID,2020-08-23 00:27:55,-2.53,112.95,79.07,83,47,2.8
350,Pinhao,BR,2020-08-23 00:27:56,-25.7,-51.66,41.52,92,26,5.01
351,Cuamba,MZ,2020-08-23 00:27:56,-14.8,36.54,60.76,83,44,6.42
352,Mulege,MX,2020-08-23 00:27:56,26.88,-111.98,89.78,51,1,5.39
353,Tabou,CI,2020-08-23 00:27:56,4.42,-7.35,75.72,89,79,10.85
354,Jiuquan,CN,2020-08-23 00:27:56,39.74,98.52,70.95,36,68,5.03
355,Saint-Leu,RE,2020-08-23 00:27:57,-21.15,55.28,68.0,55,1,8.05
356,Toppenish,US,2020-08-23 00:27:57,46.38,-120.31,82.99,20,1,3.36
357,Yangjiang,CN,2020-08-23 00:27:57,21.85,111.97,80.55,82,0,2.82
358,Mahibadhoo,MV,2020-08-23 00:27:57,3.78,72.97,83.77,67,2,5.55
359,Puri,IN,2020-08-23 00:27:58,19.8,85.85,80.6,100,75,5.82
360,Lufilufi,WS,2020-08-23 00:27:58,-13.87,-171.6,91.4,63,40,14.99
361,Lawrenceburg,US,2020-08-23 00:27:58,38.04,-84.9,73.99,88,1,2.66
362,Mazatlan,MX,2020-08-23 00:26:22,23.22,-106.42,89.01,74,40,13.87
363,Roma,US,2020-08-23 00:23:00,43.21,-75.46,75.99,69,1,3.36
364,Kennett,US,2020-08-23 00:27:58,36.24,-90.06,84.2,66,1,3.36
365,Jevnaker,NO,2020-08-23 00:27:59,60.24,10.38,55.4,93,1,11.41
366,Oruro,BO,2020-08-23 00:27:59,-17.98,-67.15,45.18,42,0,7.16
367,Lompoc,US,2020-08-23 00:27:27,34.64,-120.46,77.0,69,1,12.75
368,Auki,SB,2020-08-23 00:27:59,-8.77,160.7,83.82,74,100,5.91
369,Cayenne,GF,2020-08-23 00:27:45,4.93,-52.33,77.0,100,2,8.14
370,San Fernando,PH,2020-08-23 00:28:00,15.03,120.69,86.0,83,75,2.24
371,Rock Springs,US,2020-08-23 00:28:00,41.59,-109.2,84.2,14,1,19.46
372,Andenes,NO,2020-08-23 00:24:34,69.31,16.12,57.2,100,100,9.17
373,Neiafu,TO,2020-08-23 00:28:00,-18.65,-173.98,82.4,78,40,13.87
374,Kilindoni,TZ,2020-08-23 00:28:01,-7.91,39.67,76.75,76,57,13.51
375,Havoysund,NO,2020-08-23 00:28:01,71.0,24.66,60.8,82,20,20.8
376,Talnakh,RU,2020-08-23 00:28:02,69.49,88.4,57.2,67,63,11.18
377,Belyy Yar,RU,2020-08-23 00:28:02,53.6,91.39,50.0,100,20,2.24
378,Mulchen,CL,2020-08-23 00:28:02,-37.72,-72.23,50.83,86,0,3.24
379,Yola,NG,2020-08-23 00:28:02,9.2,12.48,75.51,90,97,2.64
380,Chumikan,RU,2020-08-23 00:28:02,54.72,135.31,59.16,73,94,3.96
381,Ixtapa,MX,2020-08-23 00:28:03,20.7,-105.2,87.8,74,75,12.75
382,Rocha,UY,2020-08-23 00:23:26,-34.48,-54.33,44.58,73,0,5.73
383,Banswara,IN,2020-08-23 00:28:03,23.55,74.45,76.06,95,100,16.93
384,Somerset West,ZA,2020-08-23 00:28:03,-34.08,18.82,52.0,93,9,5.82
385,Langfang,CN,2020-08-23 00:28:03,39.51,116.69,77.0,71,57,3.58
386,Comodoro Rivadavia,AR,2020-08-23 00:28:04,-45.87,-67.5,59.0,54,47,8.05
387,Kologriv,RU,2020-08-23 00:28:04,58.83,44.32,53.02,90,0,3.24
388,Acatlan,MX,2020-08-23 00:28:04,20.15,-98.45,64.38,75,1,7.2
389,Fort Nelson,CA,2020-08-23 00:28:04,58.81,-122.7,59.0,87,75,4.7
390,Cap Malheureux,MU,2020-08-23 00:28:04,-19.98,57.61,66.99,81,26,5.01
391,Saint-Augustin,CA,2020-08-23 00:28:04,51.23,-58.65,57.31,82,89,4.5
392,Bay Roberts,CA,2020-08-23 00:28:05,47.6,-53.26,60.01,100,0,9.91
393,Ondjiva,AO,2020-08-23 00:28:05,-17.07,15.73,61.34,30,11,7.7
394,Olafsvik,IS,2020-08-23 00:28:05,64.89,-23.71,50.32,65,30,5.23
395,Eureka,US,2020-08-23 00:27:11,40.8,-124.16,70.0,42,3,1.99
396,Basco,PH,2020-08-23 00:28:06,20.45,121.97,84.45,78,100,24.32
397,Chik,RU,2020-08-23 00:28:06,54.99,82.43,53.6,93,100,2.24
398,Burnie,AU,2020-08-23 00:28:06,-41.07,145.92,51.01,59,39,24.0
399,Anadyr,RU,2020-08-23 00:28:06,64.75,177.48,53.6,81,40,11.18
400,Puerto Baquerizo Moreno,EC,2020-08-23 00:28:06,-0.9,-89.6,65.95,82,48,11.03
401,Mandapeta,IN,2020-08-23 00:28:07,16.87,81.93,77.4,93,71,3.87
402,Santa Rosa,PH,2020-08-23 00:28:07,14.31,121.11,86.0,74,100,5.84
403,Yurimaguas,PE,2020-08-23 00:28:07,-5.9,-76.08,71.22,67,40,2.37
404,Chone,EC,2020-08-23 00:28:07,-0.68,-80.1,71.65,81,100,5.57
405,Novikovo,RU,2020-08-23 00:28:07,51.15,37.89,57.61,69,0,3.44
406,Bingol,TR,2020-08-23 00:28:08,38.88,40.49,58.51,64,75,8.99
407,Coquimbo,CL,2020-08-23 00:26:12,-29.95,-71.34,50.0,100,90,5.82
408,Manokwari,ID,2020-08-23 00:23:42,-0.87,134.08,82.89,66,0,0.74
409,Barra Patuca,HN,2020-08-23 00:28:08,15.8,-84.28,82.38,83,99,11.61
410,Kampot,KH,2020-08-23 00:28:08,10.62,104.18,84.2,79,20,5.82
411,Marawi,PH,2020-08-23 00:28:09,8.0,124.29,81.0,79,53,1.01
412,Nyirbator,HU,2020-08-23 00:28:09,47.83,22.13,66.2,88,0,2.24
413,Aktash,RU,2020-08-23 00:28:09,50.3,87.73,38.07,79,90,4.41
414,Moroni,KM,2020-08-23 00:28:09,-11.7,43.26,75.04,69,52,2.28
415,Aksarka,RU,2020-08-23 00:28:09,66.56,67.8,47.41,95,42,13.09
416,Henties Bay,NA,2020-08-23 00:28:10,-22.12,14.28,72.0,9,0,6.49
417,Belem,BR,2020-08-23 00:28:10,-1.46,-48.5,78.8,78,63,9.17
418,Ratnagiri,IN,2020-08-23 00:28:10,16.98,73.3,79.65,86,100,12.84
419,Vestmannaeyjar,IS,2020-08-23 00:28:10,63.44,-20.27,51.78,76,7,8.16
420,Ossora,RU,2020-08-23 00:28:10,59.24,163.07,57.16,59,94,3.65
421,Guymon,US,2020-08-23 00:28:11,36.68,-101.48,91.4,31,1,6.93
422,Saint Anthony,US,2020-08-23 00:28:11,45.02,-93.22,86.0,58,1,4.7
423,Smithers,CA,2020-08-23 00:23:57,54.78,-127.17,62.6,55,75,12.75
424,Tari,NG,2020-08-23 00:28:11,12.41,4.49,76.46,85,5,6.71
425,Cabedelo,BR,2020-08-23 00:25:19,-6.98,-34.83,73.4,94,40,5.82
426,Kudahuvadhoo,MV,2020-08-23 00:28:12,2.67,72.89,83.57,69,37,7.16
427,Baturaja,ID,2020-08-23 00:28:12,-4.13,104.17,75.56,83,43,2.77
428,Domoni,KM,2020-08-23 00:28:12,-12.26,44.53,74.53,72,29,4.43
429,Bubaque,GW,2020-08-23 00:28:12,11.28,-15.83,80.33,83,78,9.71
430,Sao Jose Do Belmonte,BR,2020-08-23 00:28:12,-7.86,-38.76,73.72,60,47,12.71
431,Iralaya,HN,2020-08-23 00:28:13,15.0,-83.23,84.2,79,40,5.82
432,Chojnow,PL,2020-08-23 00:28:13,51.27,15.94,64.99,99,56,8.97
433,Suntar,RU,2020-08-23 00:28:13,62.14,117.63,54.48,58,0,4.34
434,Elat,IL,2020-08-23 00:28:13,29.56,34.95,84.2,39,0,13.87
435,Tual,ID,2020-08-23 00:28:13,-5.67,132.75,79.36,80,26,16.58
436,Alugan,PH,2020-08-23 00:28:14,12.22,125.48,81.95,82,100,6.31
437,Huilong,CN,2020-08-23 00:28:14,31.81,121.66,86.0,79,0,1.99
438,Kavaratti,IN,2020-08-23 00:28:14,10.57,72.64,82.45,77,58,11.45
439,Sao Miguel Do Araguaia,BR,2020-08-23 00:28:14,-13.28,-50.16,78.84,40,4,8.3
440,Ca Mau,VN,2020-08-23 00:28:14,9.18,105.15,80.74,82,100,2.95
441,Necochea,AR,2020-08-23 00:26:05,-38.55,-58.74,46.0,64,0,8.01
442,Mogok,MM,2020-08-23 00:28:15,22.92,96.5,66.94,100,99,1.9
443,Mangai,CD,2020-08-23 00:28:15,-4.05,19.53,74.61,79,100,2.53
444,Carahue,CL,2020-08-23 00:28:15,-38.7,-73.17,46.4,93,0,2.24
445,Bonavista,CA,2020-08-23 00:28:15,48.65,-53.11,62.01,74,56,11.01
446,Baykit,RU,2020-08-23 00:28:16,61.67,96.37,57.07,90,100,0.51
447,Ostrovnoy,RU,2020-08-23 00:28:16,68.05,39.51,57.43,78,0,15.41
448,Ginda,IN,2020-08-23 00:28:16,30.69,78.49,75.2,94,75,1.19
449,Hasaki,JP,2020-08-23 00:28:16,35.73,140.83,79.0,94,75,4.7
450,Lota,CL,2020-08-23 00:23:57,-37.08,-73.17,51.8,87,90,17.22
451,Flinders,AU,2020-08-23 00:28:17,-34.58,150.86,57.0,50,2,10.0
452,Rongcheng,CN,2020-08-23 00:23:33,30.63,117.85,82.0,96,0,0.65
453,Mitsamiouli,KM,2020-08-23 00:28:17,-11.38,43.28,76.24,73,38,4.94
454,Ubinskoye,RU,2020-08-23 00:28:17,55.31,79.68,51.8,93,95,6.13
455,Cherskiy,RU,2020-08-23 00:28:17,68.75,161.3,35.98,94,100,23.06
456,Margate,GB,2020-08-23 00:28:17,51.38,1.39,63.0,81,19,4.0
457,Port Keats,AU,2020-08-23 00:28:18,-14.25,129.55,78.44,60,0,7.14
458,Mount Gambier,AU,2020-08-23 00:28:18,-37.83,140.77,51.8,71,33,17.22
459,Sur,OM,2020-08-23 00:28:18,22.57,59.53,81.93,72,100,11.86
460,Tateyama,JP,2020-08-23 00:28:18,34.98,139.87,78.01,94,75,6.93
461,Balkanabat,TM,2020-08-23 00:28:19,39.51,54.37,73.63,63,24,4.5
462,Pavlodar,KZ,2020-08-23 00:28:19,52.3,76.95,53.6,93,73,6.71
463,Dali,CN,2020-08-23 00:28:19,25.7,100.18,62.06,86,11,2.01
464,Deputatskiy,RU,2020-08-23 00:28:19,69.3,139.9,35.62,84,96,1.21
465,Caravelas,BR,2020-08-23 00:28:19,-17.71,-39.25,71.74,81,100,11.61
466,Carutapera,BR,2020-08-23 00:28:19,-1.2,-46.02,76.91,87,1,4.94
467,Qui Nhon,VN,2020-08-23 00:25:00,13.77,109.23,80.35,78,74,5.26
468,Russkaya Polyana,UA,2020-08-23 00:28:20,49.42,31.92,59.52,74,2,4.54
469,Sao Gabriel Da Cachoeira,BR,2020-08-23 00:28:20,-0.13,-67.09,77.49,73,45,2.53
470,Bathsheba,BB,2020-08-23 00:28:20,13.22,-59.52,80.6,83,20,9.17
471,Shache,CN,2020-08-23 00:28:20,38.42,77.24,67.37,31,0,5.77
472,Raga,SS,2020-08-23 00:28:21,8.46,25.68,69.8,97,90,2.8
473,Khani,GE,2020-08-23 00:28:21,41.96,42.96,64.4,100,100,4.7
474,Bandar-E Lengeh,IR,2020-08-23 00:28:21,26.56,54.88,91.4,70,69,16.11
475,Amstetten,AT,2020-08-23 00:28:21,48.12,14.87,64.99,100,40,1.12
476,Sopelana,ES,2020-08-23 00:28:21,43.38,-2.98,66.2,93,75,4.88
477,Sirjan,IR,2020-08-23 00:28:22,29.45,55.68,73.62,46,0,7.45
478,Kaspiysk,RU,2020-08-23 00:28:22,42.88,47.64,66.2,63,40,11.18
479,Tomislavgrad,BA,2020-08-23 00:28:22,43.72,17.23,77.0,51,0,5.01
480,Sibenik,HR,2020-08-23 00:28:22,43.73,15.91,75.2,64,0,3.36
481,Olinda,BR,2020-08-23 00:28:22,-8.01,-34.86,75.2,88,40,4.7
482,Rafaela,AR,2020-08-23 00:26:30,-31.25,-61.49,50.0,30,0,1.99
483,Kolosovka,RU,2020-08-23 00:28:23,56.47,73.61,50.67,96,20,4.61
484,Kirakira,SB,2020-08-23 00:28:23,-10.45,161.92,84.94,72,100,11.72
485,Portlethen,GB,2020-08-23 00:27:32,57.05,-2.13,57.2,87,75,9.17
486,Asfi,MA,2020-08-23 00:28:23,32.3,-9.24,72.81,77,76,16.15
487,Lakselv,NO,2020-08-23 00:28:24,70.05,24.97,64.4,77,46,26.4
488,Hobyo,SO,2020-08-23 00:28:24,5.35,48.53,75.47,81,95,20.33
489,Hamilton,US,2020-08-23 00:28:24,39.18,-84.53,75.99,83,1,2.59
490,Javanrud,IR,2020-08-23 00:28:24,34.8,46.52,60.8,36,0,4.7
491,Lucapa,AO,2020-08-23 00:28:25,-8.42,20.74,71.51,57,34,2.91
492,Yinchuan,CN,2020-08-23 00:28:25,38.47,106.27,65.64,78,100,16.55
493,Te Anau,NZ,2020-08-23 00:28:25,-45.42,167.72,47.7,74,100,1.1
494,Axim,GH,2020-08-23 00:28:25,4.87,-2.24,74.48,92,9,6.13
495,Mana,GF,2020-08-23 00:28:26,5.66,-53.78,79.74,81,7,6.98
496,Sao Sebastiao,BR,2020-08-23 00:24:51,-23.76,-45.41,60.75,79,84,3.29
497,Diamantino,BR,2020-08-23 00:28:26,-14.41,-56.45,67.86,49,1,6.78
498,Klyuchi,RU,2020-08-23 00:28:26,52.27,79.17,57.63,73,95,11.43
499,Kiama,AU,2020-08-23 00:28:26,-34.68,150.87,57.0,47,5,15.99
500,Jumla,NP,2020-08-23 00:28:27,29.27,82.18,57.61,69,29,2.01
501,Digboi,IN,2020-08-23 00:28:27,27.38,95.63,78.8,100,90,1.01
502,Tshikapa,CD,2020-08-23 00:25:36,-6.42,20.8,75.22,71,57,3.4
503,Nata,PA,2020-08-23 00:28:27,8.33,-80.52,73.0,90,100,5.21
504,Wasilla,US,2020-08-23 00:28:27,61.58,-149.44,72.0,40,1,3.36
505,Touros,BR,2020-08-23 00:28:27,-5.2,-35.46,75.2,88,75,3.36
506,Lasa,IT,2020-08-23 00:28:28,46.62,10.7,57.99,100,5,3.36
507,Goure,NE,2020-08-23 00:28:28,13.98,10.27,80.01,73,54,1.99
508,Storslett,NO,2020-08-23 00:28:28,69.77,21.02,58.37,85,100,3.18
509,Shiyan,CN,2020-08-23 00:28:28,32.65,110.78,73.13,87,100,0.85
510,Olympia,US,2020-08-23 00:25:56,47.04,-122.9,75.0,46,40,5.82
511,Kalmunai,LK,2020-08-23 00:28:29,7.42,81.82,78.46,78,29,11.07
512,Ballina,AU,2020-08-23 00:28:29,-28.87,153.57,62.6,36,0,13.87
513,Ariquemes,BR,2020-08-23 00:28:29,-9.91,-63.04,71.92,42,0,6.02
514,Neuquen,AR,2020-08-23 00:28:29,-38.95,-68.06,53.6,58,0,2.24
515,Tetouan,MA,2020-08-23 00:24:42,35.57,-5.37,80.6,54,0,2.24
516,Egvekinot,RU,2020-08-23 00:28:30,66.32,-179.17,48.96,91,100,5.75
517,Naregal,IN,2020-08-23 00:28:30,15.58,75.82,72.95,87,100,13.44
518,Senneterre,CA,2020-08-23 00:28:30,48.38,-77.23,68.0,60,75,3.36
519,Abancay,PE,2020-08-23 00:28:30,-13.63,-72.88,58.05,64,36,5.14
520,Dalby,AU,2020-08-23 00:28:30,-27.18,151.27,55.4,35,0,24.16
521,Port Hedland,AU,2020-08-23 00:28:30,-20.32,118.57,75.2,22,0,6.93
522,Plettenberg Bay,ZA,2020-08-23 00:28:31,-34.05,23.37,54.41,86,0,7.02
523,Damara,CF,2020-08-23 00:28:31,4.96,18.7,77.0,94,20,2.3
524,Pingliang,CN,2020-08-23 00:28:31,35.54,106.69,66.34,87,100,3.67
525,Poum,NC,2020-08-23 00:28:31,-20.23,164.02,72.48,74,39,10.38
526,Petropavlovsk-Kamchatskiy,RU,2020-08-23 00:28:31,53.05,158.65,62.6,45,0,17.9
527,Ilo,PE,2020-08-23 00:28:32,-17.64,-71.34,59.31,79,71,2.17
528,Pangody,RU,2020-08-23 00:28:32,65.85,74.49,53.76,87,100,11.56
529,Kenai,US,2020-08-23 00:25:10,60.55,-151.26,69.8,68,1,13.87
530,Tagusao,PH,2020-08-23 00:23:36,9.19,117.81,82.69,73,69,4.59
531,Grand Gaube,MU,2020-08-23 00:28:32,-20.01,57.66,66.99,81,30,5.01
532,Los Llanos De Aridane,ES,2020-08-23 00:28:33,28.66,-17.92,73.4,94,90,17.22
533,Nyuksenitsa,RU,2020-08-23 00:28:33,60.41,44.24,54.95,93,17,3.8
534,Weinan,CN,2020-08-23 00:28:33,34.5,109.51,73.99,88,20,13.42
535,Saint-Francois,FR,2020-08-23 00:28:33,46.42,3.91,64.4,68,85,5.82
536,Marienburg,PL,2020-08-23 00:28:33,54.04,19.03,66.0,100,81,5.06
537,Manggar,ID,2020-08-23 00:28:33,-2.88,108.27,81.93,81,83,12.39
538,Salt,JO,2020-08-23 00:28:34,32.04,35.73,69.8,64,0,5.82
539,Vao,NC,2020-08-23 00:28:34,-22.67,167.48,71.44,82,60,11.59
540,Labuhan,ID,2020-08-23 00:28:34,-6.88,112.21,77.76,82,8,7.25
541,Tazovskiy,RU,2020-08-23 00:28:34,67.47,78.7,51.62,81,93,10.27
542,Careiro Da Varzea,BR,2020-08-23 00:28:34,-3.2,-59.81,80.6,65,75,8.05
543,Nome,US,2020-08-23 00:28:35,64.5,-165.41,55.99,87,90,10.29
544,Rawson,AR,2020-08-23 00:27:44,-43.3,-65.1,58.44,35,0,7.81
545,Wanning,CN,2020-08-23 00:28:35,18.8,110.4,80.98,80,32,3.6
546,Vikarabad,IN,2020-08-23 00:28:35,17.33,77.9,75.2,94,75,5.82
547,Panguna,PG,2020-08-23 00:28:35,-6.32,155.48,80.11,71,98,3.91
548,Aksha,RU,2020-08-23 00:28:36,50.28,113.29,61.75,79,81,2.59
549,Miles City,US,2020-08-23 00:28:36,46.41,-105.84,96.8,13,1,10.29
