City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
272,Karlskrona,56.16,15.59,55.4,100,1,3.36,SE,2020-08-23 23:39:51,clear sky
273,Kambove,-10.88,26.6,57.16,63,6,5.41,CD,2020-08-23 23:39:52,clear sky
274,Kandrian,-6.22,149.55,75.88,91,100,14.65,PG,2020-08-23 23:39:52,heavy intensity rain
275,Zhigansk,66.77,123.37,44.2,75,17,16.2,RU,2020-08-23 23:39:52,few clouds
276,Sao Lourenco Do Sul,-31.37,-51.98,57.99,88,0,1.99,BR,2020-08-23 23:39:52,clear sky
277,Nelson Bay,-32.72,152.15,55.99,54,20,19.46,AU,2020-08-23 23:39:03,few clouds
278,Nyurba,63.28,118.33,50.5,60,0,4.27,RU,2020-08-23 23:36:34,clear sky
279,Kabul,34.5,69.42,73.4,64,1,4.25,AF,2020-08-23 23:39:53,clear sky
280,Berlevag,70.86,29.09,54.27,90,99,9.33,NO,2020-08-23 23:39:53,light rain
281,Muros,42.78,-9.06,66.0,81,1,8.01,ES,2020-08-23 23:39:53,clear sky
282,Madaoua,14.07,5.96,82.99,65,85,10.27,NE,2020-08-23 23:39:53,overcast clouds
283,Oksfjord,70.24,22.35,55.4,93,100,3.36,NO,2020-08-23 23:39:54,moderate rain
284,Torbay,47.67,-52.73,63.0,59,20,12.75,CA,2020-08-23 23:39:54,few clouds
285,Nabha,30.37,76.15,78.4,85,0,7.67,IN,2020-08-23 23:39:54,clear sky
286,Batagay-Alyta,67.8,130.41,35.51,90,99,7.07,RU,2020-08-23 23:39:54,overcast clouds
287,Pangnirtung,66.15,-65.71,47.39,73,100,3.53,CA,2020-08-23 23:35:03,overcast clouds
288,Hervey Bay,-25.3,152.85,60.8,29,0,9.17,AU,2020-08-23 23:39:55,clear sky
289,Ponta Delgada,37.73,-25.67,71.6,88,20,4.7,PT,2020-08-23 23:39:55,few clouds
290,Xai-Xai,-25.05,33.64,62.08,75,0,10.45,MZ,2020-08-23 23:39:55,clear sky
291,Acajutla,13.59,-89.83,78.8,83,20,2.24,SV,2020-08-23 23:39:55,few clouds
292,Griffith,41.53,-87.42,84.99,51,40,8.05,US,2020-08-23 23:39:55,scattered clouds
293,Souillac,-20.52,57.52,71.6,78,40,16.11,MU,2020-08-23 23:39:56,scattered clouds
294,Indaial,-26.9,-49.23,57.0,1,57,0.87,BR,2020-08-23 23:39:56,broken clouds
295,Bilma,18.69,12.92,92.12,37,38,15.97,NE,2020-08-23 23:35:06,scattered clouds
296,Orel-Izumrud,43.46,39.92,66.2,82,75,11.18,RU,2020-08-23 23:39:56,broken clouds
297,Tezu,27.92,96.17,77.04,78,100,2.48,IN,2020-08-23 23:39:56,overcast clouds
298,Puerto Carreno,6.19,-67.49,75.2,94,75,4.97,CO,2020-08-23 23:37:35,broken clouds
299,Hobart,-42.88,147.33,50.0,65,20,10.29,AU,2020-08-23 23:36:29,few clouds
300,Zyryanka,65.75,150.85,42.39,66,99,8.14,RU,2020-08-23 23:39:57,overcast clouds
301,Malayal,7.21,121.94,80.6,78,20,1.12,PH,2020-08-23 23:39:57,few clouds
302,Aden,12.78,45.04,86.7,62,21,6.13,YE,2020-08-23 23:36:13,few clouds
303,Opuwo,-18.06,13.84,54.07,46,1,2.26,NA,2020-08-23 23:39:58,clear sky
304,Bandarbeyla,9.49,50.81,75.25,74,91,28.79,SO,2020-08-23 23:39:58,overcast clouds
305,Clyde River,70.47,-68.59,42.08,87,100,4.27,CA,2020-08-23 23:37:02,light rain
306,Bay Roberts,47.6,-53.26,61.0,100,4,1.01,CA,2020-08-23 23:39:58,clear sky
307,Nioro,13.35,-15.75,75.13,85,100,2.17,GM,2020-08-23 23:39:58,overcast clouds
308,Grand Gaube,-20.01,57.66,71.01,76,22,5.99,MU,2020-08-23 23:37:38,light rain
309,Mpanda,-6.37,31.04,64.92,54,21,3.02,TZ,2020-08-23 23:39:59,few clouds
310,Watsa,3.04,29.54,62.08,100,42,1.66,CD,2020-08-23 23:39:59,scattered clouds
311,Mareeba,-17.0,145.43,72.0,53,24,11.41,AU,2020-08-23 23:39:59,few clouds
312,Mar Del Plata,-38.0,-57.56,50.0,93,17,13.87,AR,2020-08-23 23:39:11,few clouds
313,Qui Nhon,13.77,109.23,80.37,77,100,3.91,VN,2020-08-23 23:40:00,overcast clouds
314,Majene,-3.54,118.97,79.59,74,20,8.5,ID,2020-08-23 23:40:00,few clouds
315,Portoferraio,42.81,10.31,78.01,57,7,17.36,IT,2020-08-23 23:40:00,clear sky
316,Kortkeros,61.81,51.58,59.0,100,75,6.71,RU,2020-08-23 23:40:00,light intensity shower rain
317,Tommot,58.96,126.29,55.63,53,0,2.08,RU,2020-08-23 23:40:00,clear sky
318,Atbasar,51.8,68.33,51.98,90,0,4.74,KZ,2020-08-23 23:40:01,clear sky
319,Beloha,-25.17,45.05,65.28,77,0,6.2,MG,2020-08-23 23:40:01,clear sky
320,Kuragino,53.9,92.67,53.19,93,79,3.87,RU,2020-08-23 23:40:01,broken clouds
321,Burnie,-41.07,145.92,46.0,59,53,14.0,AU,2020-08-23 23:40:02,broken clouds
322,Jizan,17.33,42.67,89.6,70,95,5.82,SA,2020-08-23 23:40:02,overcast clouds
323,Saint-Pierre,-21.34,55.48,64.4,68,15,5.82,RE,2020-08-23 23:37:20,few clouds
324,Humberto De Campos,-2.6,-43.46,77.16,86,20,7.56,BR,2020-08-23 23:40:02,few clouds
325,Mayumba,-3.43,10.66,73.58,86,100,5.77,GA,2020-08-23 23:40:03,overcast clouds
326,Zhanaozen,43.3,52.8,64.94,55,89,9.33,KZ,2020-08-23 23:40:03,overcast clouds
327,Cockburn Town,21.46,-71.14,84.4,80,100,24.52,TC,2020-08-23 23:40:04,overcast clouds
328,Karratha,-20.74,116.85,81.0,23,48,2.82,AU,2020-08-23 23:35:06,scattered clouds
329,Dundee,56.5,-2.97,51.8,93,75,12.75,GB,2020-08-23 23:40:04,light intensity drizzle rain
330,San Pedro,14.35,121.02,84.99,78,100,1.12,PH,2020-08-23 23:40:04,overcast clouds
331,Ajdabiya,30.76,20.23,72.32,87,0,8.7,LY,2020-08-23 23:40:04,clear sky
332,Bundaberg,-24.85,152.35,60.8,29,0,9.17,AU,2020-08-23 23:40:05,clear sky
333,Ellisras,-23.66,27.74,52.39,45,0,2.13,ZA,2020-08-23 23:40:05,clear sky
334,Isiro,2.77,27.62,66.88,96,100,0.34,CD,2020-08-23 23:40:05,overcast clouds
335,Laizhou,37.18,119.93,79.32,88,85,18.01,CN,2020-08-23 23:38:01,light rain
336,El Dorado,33.21,-92.67,91.4,41,0,5.82,US,2020-08-23 23:35:57,clear sky
337,Moyo,3.66,31.72,63.68,100,46,2.15,UG,2020-08-23 23:40:06,light rain
338,Kurud,20.83,81.72,75.42,84,97,5.21,IN,2020-08-23 23:40:06,overcast clouds
339,Kruisfontein,-34.0,24.73,55.0,85,100,1.01,ZA,2020-08-23 23:40:07,overcast clouds
340,Kaeo,-35.1,173.78,63.0,3,78,15.01,NZ,2020-08-23 23:36:30,light rain
341,Yar-Sale,66.83,70.83,49.84,95,49,13.2,RU,2020-08-23 23:40:07,scattered clouds
342,Monrovia,6.3,-10.8,76.98,85,96,13.44,LR,2020-08-23 23:40:07,light rain
343,Shetpe,44.17,52.12,65.64,61,81,9.84,KZ,2020-08-23 23:40:08,broken clouds
344,Sechura,-5.56,-80.82,65.19,68,3,13.53,PE,2020-08-23 23:40:08,clear sky
345,Northallerton,54.34,-1.43,59.0,82,84,5.82,GB,2020-08-23 23:40:08,light rain
346,Mozarlandia,-14.74,-50.57,81.79,30,25,6.82,BR,2020-08-23 23:40:09,scattered clouds
347,Vila Franca Do Campo,37.72,-25.43,71.6,88,20,4.7,PT,2020-08-23 23:36:58,few clouds
348,Sindor,62.86,51.89,55.15,98,100,2.93,RU,2020-08-23 23:40:09,overcast clouds
349,Biak,-0.91,122.88,79.74,65,22,3.47,ID,2020-08-23 23:40:10,few clouds
350,Khandyga,62.67,135.6,50.61,47,98,4.18,RU,2020-08-23 23:36:56,overcast clouds
351,Balurghat,25.22,88.77,81.14,84,13,4.0,IN,2020-08-23 23:40:10,few clouds
352,Henties Bay,-22.12,14.28,53.01,92,0,3.0,NA,2020-08-23 23:40:10,clear sky
353,Oparino,59.85,48.28,57.13,96,100,4.74,RU,2020-08-23 23:40:11,overcast clouds
354,Bitung,1.45,125.18,80.6,69,20,1.12,ID,2020-08-23 23:40:11,few clouds
355,Reporoa,-38.43,176.35,60.01,90,100,7.0,NZ,2020-08-23 23:40:11,light rain
356,Cordele,31.96,-83.78,78.8,78,40,4.7,US,2020-08-23 23:40:11,scattered clouds
357,Belmonte,-15.86,-38.88,68.0,82,75,6.93,BR,2020-08-23 23:40:12,broken clouds
358,Andreapol,56.65,32.27,62.02,98,100,3.74,RU,2020-08-23 23:40:12,moderate rain
359,Turbat,26.0,63.04,85.03,68,80,7.67,PK,2020-08-23 23:40:12,broken clouds
360,Nabire,-3.37,135.48,76.59,84,99,3.91,ID,2020-08-23 23:40:13,light rain
361,Mandalgovi,45.76,106.27,58.39,55,0,12.71,MN,2020-08-23 23:37:07,clear sky
362,Derbent,42.07,48.29,70.54,47,91,4.79,RU,2020-08-23 23:40:13,overcast clouds
363,Cambridge,43.36,-80.31,82.99,58,1,11.41,CA,2020-08-23 23:39:37,clear sky
364,Bubaque,11.28,-15.83,80.71,82,98,10.18,GW,2020-08-23 23:40:14,overcast clouds
365,Tazovskiy,67.47,78.7,52.16,99,100,9.6,RU,2020-08-23 23:40:14,moderate rain
366,Barreiras,-12.15,-44.99,79.16,40,77,4.27,BR,2020-08-23 23:40:15,broken clouds
367,Foz,43.57,-7.25,57.99,1,3,2.75,ES,2020-08-23 23:40:15,clear sky
368,Tutoia,-2.76,-42.27,79.21,79,2,15.95,BR,2020-08-23 23:40:15,clear sky
369,Camargo,27.67,-105.17,90.41,18,50,11.97,MX,2020-08-23 23:40:16,scattered clouds
370,Codrington,-38.27,141.97,45.97,84,86,7.74,AU,2020-08-23 23:40:16,light rain
371,Amuntai,-2.42,115.25,77.07,63,0,1.99,ID,2020-08-23 23:40:16,clear sky
372,Port Macquarie,-31.43,152.92,60.01,46,0,1.99,AU,2020-08-23 23:40:17,clear sky
373,Axim,4.87,-2.24,74.25,87,28,7.29,GH,2020-08-23 23:40:17,scattered clouds
374,Skjervoy,70.03,20.97,52.41,88,100,28.07,NO,2020-08-23 23:40:18,light rain
375,Alihe,50.57,123.72,63.28,90,100,2.66,CN,2020-08-23 23:40:18,overcast clouds
376,Muisne,0.6,-80.03,78.8,78,98,8.05,EC,2020-08-23 23:40:18,overcast clouds
377,Gornyatskiy,48.29,40.96,59.32,53,0,1.54,RU,2020-08-23 23:35:58,clear sky
378,Kidal,18.44,1.41,89.35,40,91,7.09,ML,2020-08-23 23:40:19,light rain
379,Camacha,33.08,-16.33,73.4,78,40,11.41,PT,2020-08-23 23:40:19,scattered clouds
380,Sola,-13.88,167.55,81.48,81,84,10.29,VU,2020-08-23 23:40:19,broken clouds
381,Leningradskiy,69.38,178.42,44.26,86,98,12.62,RU,2020-08-23 23:40:20,overcast clouds
382,Buala,-8.14,159.59,83.46,74,95,6.49,SB,2020-08-23 23:37:14,light rain
383,Saint-Georges,12.06,-61.75,84.2,83,20,8.7,GD,2020-08-23 23:40:20,few clouds
384,Araouane,18.9,-3.53,95.59,31,2,13.91,ML,2020-08-23 23:40:20,clear sky
385,Launceston,-41.45,147.17,44.6,65,5,3.36,AU,2020-08-23 23:40:21,clear sky
386,Maragogi,-9.01,-35.22,72.79,81,92,4.5,BR,2020-08-23 23:40:21,overcast clouds
387,Tete,-16.16,33.59,62.6,67,25,4.0,MZ,2020-08-23 23:40:21,scattered clouds
388,Zabol,32.25,67.25,65.95,59,0,7.81,AF,2020-08-23 23:40:21,clear sky
389,Ola,59.58,151.28,51.96,46,1,8.16,RU,2020-08-23 23:40:22,clear sky
390,Bardiyah,31.76,25.09,74.7,83,0,8.46,LY,2020-08-23 23:40:22,clear sky
391,Brownsburg,39.84,-86.4,84.2,48,1,6.93,US,2020-08-23 23:40:22,clear sky
392,Gainesville,29.65,-82.32,82.4,88,75,4.7,US,2020-08-23 23:37:04,light rain
393,Praia Da Vitoria,38.73,-27.07,73.4,88,20,5.26,PT,2020-08-23 23:35:58,few clouds
394,Mabaruma,8.2,-59.78,74.86,95,56,2.51,GY,2020-08-23 23:40:23,broken clouds
395,Katangli,51.71,143.23,58.89,81,87,10.27,RU,2020-08-23 23:40:23,overcast clouds
396,Margate,51.38,1.39,63.0,70,96,1.99,GB,2020-08-23 23:37:53,overcast clouds
397,Wanlaweyn,2.62,44.89,73.74,81,100,7.96,SO,2020-08-23 23:40:24,overcast clouds
398,Mikhaylovka,50.06,43.24,56.5,62,0,1.66,RU,2020-08-23 23:40:24,clear sky
399,Rabaul,-4.2,152.17,78.64,82,98,12.75,PG,2020-08-23 23:40:24,light rain
400,Gigmoto,13.78,124.39,83.77,79,99,7.94,PH,2020-08-23 23:38:02,light rain
401,Pleasanton,37.66,-121.87,90.0,33,90,11.41,US,2020-08-23 23:36:22,haze
402,Gogrial,8.53,28.1,71.82,95,100,4.65,SS,2020-08-23 23:40:25,overcast clouds
403,Ndago,-4.6,34.35,62.31,66,33,14.7,TZ,2020-08-23 23:40:25,scattered clouds
404,Vrnjacka Banja,43.62,20.9,69.8,100,4,3.42,RS,2020-08-23 23:40:25,clear sky
405,Beringovskiy,63.05,179.32,54.88,74,44,3.65,RU,2020-08-23 23:40:25,scattered clouds
406,Ormara,25.21,64.64,82.85,85,99,11.9,PK,2020-08-23 23:40:26,overcast clouds
407,Marfino,55.7,37.38,63.0,77,100,6.71,RU,2020-08-23 23:40:26,overcast clouds
408,Nouadhibou,20.93,-17.03,75.2,78,14,10.29,MR,2020-08-23 23:37:48,few clouds
409,Espanola,35.99,-106.08,87.8,24,40,16.11,US,2020-08-23 23:40:27,scattered clouds
410,Sosua,19.77,-70.52,78.01,95,100,11.3,DO,2020-08-23 23:40:27,overcast clouds
411,Bara,10.37,10.73,70.23,93,97,4.59,NG,2020-08-23 23:40:27,overcast clouds
412,Meulaboh,4.14,96.13,76.69,85,83,5.7,ID,2020-08-23 23:40:27,broken clouds
413,Emba,48.83,58.14,63.48,59,97,10.04,KZ,2020-08-23 23:40:28,overcast clouds
414,Samana,19.21,-69.34,79.32,90,100,5.93,DO,2020-08-23 23:40:28,light rain
415,Veraval,20.9,70.37,81.23,85,100,20.96,IN,2020-08-23 23:40:29,moderate rain
416,Shar,49.59,81.05,61.2,48,100,4.21,KZ,2020-08-23 23:40:29,overcast clouds
417,Southbridge,42.08,-72.03,73.99,75,42,1.99,US,2020-08-23 23:40:29,moderate rain
418,Kargil,34.57,76.1,56.61,60,0,7.74,IN,2020-08-23 23:40:29,clear sky
419,Guaratinga,-16.57,-39.57,68.0,82,75,6.93,BR,2020-08-23 23:40:30,broken clouds
420,Beidao,34.57,105.89,63.82,75,32,0.38,CN,2020-08-23 23:40:30,scattered clouds
421,Bamiantong,44.93,130.53,70.21,82,100,6.71,CN,2020-08-23 23:40:30,overcast clouds
422,Ulaangom,49.98,92.07,58.32,59,100,2.93,MN,2020-08-23 23:40:30,overcast clouds
423,Adrar,20.5,-10.07,97.16,22,7,12.82,MR,2020-08-23 23:40:31,clear sky
424,Lasa,46.62,10.7,55.4,87,5,6.93,IT,2020-08-23 23:40:31,clear sky
425,Mayahi,13.96,7.67,83.1,62,74,11.86,NE,2020-08-23 23:40:31,broken clouds
426,Fukue,32.69,128.84,82.4,88,75,3.36,JP,2020-08-23 23:40:31,broken clouds
427,Korla,41.76,86.15,82.99,60,0,2.66,CN,2020-08-23 23:40:32,clear sky
428,Leshukonskoye,64.9,45.76,57.97,94,100,7.63,RU,2020-08-23 23:40:32,overcast clouds
429,Kurchum,48.57,83.65,66.16,43,100,5.03,KZ,2020-08-23 23:40:32,overcast clouds
430,Ayan,56.45,138.17,56.71,62,0,5.55,RU,2020-08-23 23:40:33,clear sky
431,Mana,5.66,-53.78,79.41,84,32,9.17,GF,2020-08-23 23:40:33,light rain
432,Kabinda,-6.13,24.48,69.22,82,85,2.73,CD,2020-08-23 23:40:33,overcast clouds
433,Valparaiso,-33.04,-71.63,54.0,71,75,6.93,CL,2020-08-23 23:40:33,broken clouds
434,Changli,39.7,119.15,75.29,92,100,7.58,CN,2020-08-23 23:40:33,moderate rain
435,Komsomolskiy,40.43,71.72,71.6,43,0,6.93,UZ,2020-08-23 23:40:34,clear sky
436,Hirado,33.36,129.55,90.0,83,20,11.41,JP,2020-08-23 23:40:34,few clouds
437,Morwell,-38.23,146.4,48.99,85,65,5.99,AU,2020-08-23 23:40:34,broken clouds
438,Olafsvik,64.89,-23.71,50.09,74,6,5.35,IS,2020-08-23 23:40:34,clear sky
439,Seinajoki,62.79,22.83,55.4,93,45,2.24,FI,2020-08-23 23:40:34,scattered clouds
440,Dukat,62.55,155.55,33.57,93,100,3.76,RU,2020-08-23 23:40:35,overcast clouds
441,San Rafael,-34.62,-68.33,56.16,33,0,2.48,AR,2020-08-23 23:40:35,clear sky
442,Puerto Ayacucho,5.66,-67.62,75.2,94,75,3.87,VE,2020-08-23 23:40:35,broken clouds
443,Indianola,41.36,-93.56,93.99,48,1,4.27,US,2020-08-23 23:37:23,clear sky
444,Bima,-8.47,118.72,80.53,69,5,3.44,ID,2020-08-23 23:40:36,clear sky
445,Prado,-17.34,-39.22,67.32,86,99,10.0,BR,2020-08-23 23:39:26,overcast clouds
446,Srednekolymsk,67.45,153.68,38.91,74,100,10.69,RU,2020-08-23 23:40:36,overcast clouds
447,Wagga Wagga,-35.12,147.37,44.01,100,20,5.82,AU,2020-08-23 23:40:37,few clouds
448,Virginia Beach,36.85,-75.98,86.0,66,75,11.41,US,2020-08-23 23:39:29,broken clouds
449,Baykit,61.67,96.37,55.38,82,0,1.66,RU,2020-08-23 23:40:37,clear sky
450,Skibbereen,51.55,-9.27,57.2,93,75,4.7,IE,2020-08-23 23:40:38,light rain
451,Kharan,28.58,65.42,87.85,51,24,10.4,PK,2020-08-23 23:40:38,few clouds
452,Alice Town,25.72,-79.3,85.21,78,8,22.03,BS,2020-08-23 23:40:38,light rain
453,Novobureyskiy,49.8,129.88,68.38,74,65,11.12,RU,2020-08-23 23:40:38,broken clouds
454,Kashi,39.45,75.98,77.0,41,0,4.47,CN,2020-08-23 23:39:40,clear sky
455,Mujiayingzi,42.12,118.78,63.66,83,100,6.26,CN,2020-08-23 23:40:39,overcast clouds
456,Tahta,26.77,31.5,80.6,32,0,3.36,EG,2020-08-23 23:40:39,clear sky
457,Waipawa,-41.41,175.52,59.0,67,79,20.8,NZ,2020-08-23 23:40:39,broken clouds
458,Port Blair,11.67,92.75,81.21,83,99,8.34,IN,2020-08-23 23:40:39,overcast clouds
459,Mount Isa,-20.73,139.5,64.4,23,2,14.99,AU,2020-08-23 23:40:40,clear sky
460,Aran,40.63,46.98,59.0,100,90,2.24,AZ,2020-08-23 23:40:40,mist
461,Verkh-Usugli,52.7,115.17,51.67,93,100,3.78,RU,2020-08-23 23:40:40,overcast clouds
462,Kavaratti,10.57,72.64,81.82,80,94,15.28,IN,2020-08-23 23:40:41,overcast clouds
463,Nabari,34.62,136.08,86.0,79,40,3.36,JP,2020-08-23 23:40:41,scattered clouds
464,Flinders,-34.58,150.86,55.99,53,0,8.99,AU,2020-08-23 23:37:48,clear sky
465,Oistins,13.07,-59.53,82.4,78,40,8.05,BB,2020-08-23 23:38:55,scattered clouds
466,Nicoya,10.15,-85.45,78.8,83,75,8.05,CR,2020-08-23 23:40:41,broken clouds
467,Pemangkat,1.17,108.97,76.86,89,100,4.14,ID,2020-08-23 23:40:42,overcast clouds
468,Polovinnoye,54.79,65.99,49.41,95,26,5.97,RU,2020-08-23 23:40:42,scattered clouds
469,Velingara,13.15,-14.12,76.77,87,99,3.71,SN,2020-08-23 23:40:42,light rain
470,Poum,-20.23,164.02,72.63,77,38,18.21,NC,2020-08-23 23:37:18,scattered clouds
471,Gorbehaza,47.83,21.23,66.2,88,75,3.36,HU,2020-08-23 23:40:43,broken clouds
472,Tsumeb,-19.23,17.72,58.41,36,0,4.94,NA,2020-08-23 23:40:43,clear sky
473,Santa Isabel Do Rio Negro,-0.41,-65.02,77.99,63,9,1.57,BR,2020-08-23 23:40:43,clear sky
474,Urambo,-5.07,32.05,73.18,35,83,10.47,TZ,2020-08-23 23:40:44,broken clouds
475,Cap Malheureux,-19.98,57.61,71.01,76,27,5.99,MU,2020-08-23 23:37:46,light rain
476,Pascagoula,30.37,-88.56,84.2,74,20,8.05,US,2020-08-23 23:38:47,few clouds
477,Kalianget,-7.05,113.93,81.3,71,19,14.07,ID,2020-08-23 23:40:44,few clouds
478,Umm Lajj,25.02,37.27,82.51,54,0,3.51,SA,2020-08-23 23:40:44,clear sky
479,Lagos,6.58,3.75,77.0,88,20,6.93,NG,2020-08-23 23:37:03,few clouds
480,Chapais,49.78,-74.85,66.2,45,20,5.82,CA,2020-08-23 23:36:37,few clouds
481,Udachnyy,66.42,112.4,46.4,65,0,2.24,RU,2020-08-23 23:37:58,clear sky
482,Shelburne,44.08,-80.2,84.2,48,20,3.36,CA,2020-08-23 23:40:45,few clouds
483,Gorontalo,0.54,123.06,81.05,66,67,1.99,ID,2020-08-23 23:40:46,broken clouds
484,Eyl,7.98,49.82,75.63,69,73,23.35,SO,2020-08-23 23:40:46,broken clouds
485,Okhotsk,59.38,143.3,53.98,62,38,4.0,RU,2020-08-23 23:40:46,scattered clouds
486,Houma,29.6,-90.72,80.6,83,40,13.87,US,2020-08-23 23:40:46,moderate rain
487,Cabra,37.47,-4.44,77.0,41,0,4.74,ES,2020-08-23 23:40:47,clear sky
488,Bontang,0.13,117.5,78.62,83,29,4.0,ID,2020-08-23 23:40:47,scattered clouds
489,Tateyama,34.98,139.87,81.0,88,75,13.87,JP,2020-08-23 23:40:47,broken clouds
490,Simao,22.79,100.97,66.16,95,96,1.61,CN,2020-08-23 23:38:00,overcast clouds
491,Muri,23.37,85.87,77.0,94,90,4.63,IN,2020-08-23 23:40:48,light rain
492,Ozernovskiy,51.5,156.52,52.03,86,100,5.99,RU,2020-08-23 23:40:48,light rain
493,Matagami,49.75,-77.63,68.0,37,1,4.94,CA,2020-08-23 23:40:48,clear sky
494,Marica,-22.92,-42.82,66.2,68,40,8.05,BR,2020-08-23 23:40:48,scattered clouds
495,Kuytun,54.34,101.5,54.57,83,54,1.34,RU,2020-08-23 23:40:48,broken clouds
496,Camana,-16.62,-72.71,59.32,77,76,2.06,PE,2020-08-23 23:40:49,broken clouds
497,Soyo,-6.13,12.37,72.82,91,50,7.25,AO,2020-08-23 23:40:49,scattered clouds
498,Erice,38.04,12.59,77.0,88,0,4.7,IT,2020-08-23 23:40:49,clear sky
499,Angoche,-16.23,39.91,68.85,81,12,7.09,MZ,2020-08-23 23:40:49,few clouds
500,Panaba,21.28,-88.27,81.1,87,87,7.99,MX,2020-08-23 23:40:49,light rain
501,Talnakh,69.49,88.4,59.0,77,100,17.9,RU,2020-08-23 23:40:50,overcast clouds
502,Kenitra,34.26,-6.58,64.4,93,6,3.36,MA,2020-08-23 23:40:50,clear sky
503,Marsa Matruh,31.35,27.25,77.0,73,0,4.7,EG,2020-08-23 23:36:51,clear sky
504,Purgstall,48.06,15.13,57.99,89,67,11.99,AT,2020-08-23 23:40:50,broken clouds
505,Quime,-16.98,-67.22,53.46,68,77,4.79,BO,2020-08-23 23:40:51,broken clouds
506,Xiamen,24.48,118.08,84.2,79,7,2.24,CN,2020-08-23 23:40:51,clear sky
507,Tabou,4.42,-7.35,76.24,81,94,7.67,CI,2020-08-23 23:40:51,overcast clouds
508,Tiznit,29.58,-9.5,88.02,27,42,1.54,MA,2020-08-23 23:40:51,scattered clouds
509,Hamilton,39.18,-84.53,84.0,61,1,4.7,US,2020-08-23 23:36:22,thunderstorm
510,Saint-Dizier,48.42,5.08,59.0,67,45,2.24,FR,2020-08-23 23:40:52,scattered clouds
511,Grand-Santi,4.25,-54.38,73.89,91,71,1.23,GF,2020-08-23 23:40:52,broken clouds
512,Barlinek,52.99,15.22,57.0,92,10,1.01,PL,2020-08-23 23:40:52,clear sky
513,Quatre Cocos,-20.21,57.76,71.6,78,40,16.11,MU,2020-08-23 23:40:53,scattered clouds
514,Shwebo,22.57,95.7,76.64,86,91,11.18,MM,2020-08-23 23:40:53,overcast clouds
515,Byron Bay,-28.65,153.62,59.0,40,0,19.46,AU,2020-08-23 23:40:53,clear sky
516,Garissa,-0.45,39.64,72.75,75,59,16.04,KE,2020-08-23 23:40:53,broken clouds
517,Buraydah,26.33,43.98,87.8,25,0,4.7,SA,2020-08-23 23:40:54,clear sky
518,Suntar,62.14,117.63,52.36,55,0,4.38,RU,2020-08-23 23:37:12,clear sky
519,Deputatskiy,69.3,139.9,34.21,88,99,5.91,RU,2020-08-23 23:40:54,overcast clouds
520,Sura,53.89,45.74,52.99,79,1,3.51,RU,2020-08-23 23:40:54,clear sky
521,La Romana,18.43,-68.97,79.72,88,100,7.58,DO,2020-08-23 23:40:55,overcast clouds
522,Orocue,4.79,-71.34,76.26,85,14,4.16,CO,2020-08-23 23:40:55,few clouds
523,Bafoulabe,13.81,-10.83,76.87,90,87,2.62,ML,2020-08-23 23:40:55,light rain
524,Aksha,50.28,113.29,60.1,72,27,8.7,RU,2020-08-23 23:40:55,scattered clouds
525,Lucea,18.45,-78.17,86.0,79,75,9.17,JM,2020-08-23 23:40:55,broken clouds
526,Corrientes,-27.48,-58.83,72.0,40,18,10.29,AR,2020-08-23 23:40:56,few clouds
527,Abha,18.22,42.51,68.0,77,52,5.37,SA,2020-08-23 23:39:05,broken clouds
528,Halifax,44.65,-63.57,69.01,63,90,1.99,CA,2020-08-23 23:38:32,overcast clouds
529,Borisoglebsk,51.37,42.08,51.01,81,0,1.79,RU,2020-08-23 23:40:56,clear sky
530,Thunder Bay,48.4,-89.32,73.4,78,20,8.05,CA,2020-08-23 23:38:04,few clouds
531,Soure,-0.72,-48.52,81.3,80,53,13.31,BR,2020-08-23 23:40:57,broken clouds
532,Sambava,-14.27,50.17,68.56,81,81,10.83,MG,2020-08-23 23:37:39,broken clouds
533,Kupang,-10.17,123.58,78.8,31,20,6.93,ID,2020-08-23 23:40:57,few clouds
534,Banting,2.82,101.5,77.0,88,20,2.24,MY,2020-08-23 23:40:58,few clouds
535,Yeppoon,-23.13,150.73,62.6,33,0,4.7,AU,2020-08-23 23:40:58,clear sky
536,Novopavlovka,51.22,109.21,54.75,87,92,4.63,RU,2020-08-23 23:40:58,overcast clouds
537,At-Bashi,41.17,75.81,53.22,43,0,1.77,KG,2020-08-23 23:40:58,clear sky
538,Khani,41.96,42.96,62.6,93,75,5.82,GE,2020-08-23 23:40:59,broken clouds
539,Arawa,-6.21,155.54,83.17,67,100,4.9,PG,2020-08-23 23:40:59,overcast clouds
540,Qeshm,26.96,56.27,89.6,75,20,6.93,IR,2020-08-23 23:40:59,haze
541,Jais,26.25,81.53,79.83,85,57,4.83,IN,2020-08-23 23:41:00,broken clouds
542,Robertson,36.52,-86.87,84.2,62,1,1.48,US,2020-08-23 23:41:00,clear sky
543,Santiago Del Estero,-27.8,-64.26,66.07,32,68,11.79,AR,2020-08-23 23:37:28,broken clouds
544,Oyama,36.3,139.8,84.0,88,75,8.05,JP,2020-08-23 23:41:00,broken clouds
545,Baiquan,47.58,126.08,64.89,91,100,7.52,CN,2020-08-23 23:41:01,moderate rain
546,Ariquemes,-9.91,-63.04,77.79,38,0,1.97,BR,2020-08-23 23:41:01,clear sky
